ProductID,Price,Popularity,Description,Category,Brand
20718,1.2714588859416445,2923,RED RETROSPOT SHOPPER BAG,Other,Retrospot
20719,0.8530648330058939,5017,WOODLAND CHARLOTTE BAG,Other,GenericBrand
20723,0.8654054054054053,4107,STRAWBERRY CHARLOTTE BAG,Other,GenericBrand
20724,0.8573446327683616,6624,RED RETROSPOT CHARLOTTE BAG,Other,Retrospot
20725,1.667151848937844,10920,LUNCH BAG RED RETROSPOT,Bag,Retrospot
20726,1.6645454545454546,6399,LUNCH BAG WOODLAND,Bag,GenericBrand
20727,1.6484934086629,7968,LUNCH BAG  BLACK SKULL.,Bag,Skull
20728,1.6622026887280248,7556,LUNCH BAG CARS BLUE,Bag,GenericBrand
20731,1.25,74,POSY CANDY BAG,Other,GenericBrand
20733,0.8468181818181818,216,GOLD MINI TAPE MEASURE ,Other,GenericBrand
20735,0.85,58,BLACK MINI TAPE MEASURE ,Other,GenericBrand
20749,7.788251366120218,1261,ASSORTED COLOUR MINI CASES,Other,GenericBrand
20750,7.77027397260274,1441,RED RETROSPOT MINI CASES,Other,Retrospot
20751,2.1,796,FUNKY WASHING UP GLOVES ASSORTED,HeartDecoration,GenericBrand
20752,2.1,358,BLUE POLKADOT WASHING UP GLOVES,HeartDecoration,GenericBrand
20754,2.1,922,RETROSPOT RED WASHING UP GLOVES,HeartDecoration,Retrospot
20755,0.85,291,BLUE PAISLEY POCKET BOOK,Other,GenericBrand
20756,0.85,63,GREEN FERN POCKET BOOK,Other,GenericBrand
20757,0.8751612903225806,155,RED DAISY POCKET BOOK ,Other,GenericBrand
20758,0.85,158,ABSTRACT CIRCLES POCKET BOOK,Other,GenericBrand
20759,0.85,64,CHRYSANTHEMUM POCKET BOOK ,Other,GenericBrand
20760,0.85,69,GARDEN PATH POCKET BOOK,Garden,Garden
20761,3.821346153846154,107,BLUE PAISLEY SKETCHBOOK,Other,GenericBrand
20762,3.8227450980392157,101,GREEN FERN SKETCHBOOK ,Other,GenericBrand
20763,3.6984,71,DAISY SKETCHBOOK ,Other,GenericBrand
20764,3.9324590163934428,126,ABSTRACT CIRCLES SKETCHBOOK ,Other,GenericBrand
20765,3.968235294117647,94,CHRYSANTHEMUM SKETCHBOOK ,Other,GenericBrand
20766,3.887916666666667,111,GARDEN PATH SKETCHBOOK,Garden,Garden
20767,2.625344827586207,214,BLUE PAISLEY JOURNAL ,Other,GenericBrand
20768,2.6044444444444443,130,GREEN FERN JOURNAL ,Other,GenericBrand
20769,2.6426923076923075,66,DAISY JOURNAL ,Other,GenericBrand
20770,2.533928571428571,107,ABSTRACT CIRCLE JOURNAL ,Other,GenericBrand
20771,2.639259259259259,70,CHRYSANTHEMUM  JOURNAL,Other,GenericBrand
20772,2.602391304347826,164,GARDEN PATH JOURNAL,Garden,Garden
20773,1.6499999999999997,56,BLUE PAISLEY NOTEBOOK,Other,GenericBrand
20774,1.65,52,GREEN FERN NOTEBOOK,Other,GenericBrand
20775,1.65,63,DAISY NOTEBOOK ,Other,GenericBrand
20777,1.65,95,CHRYSANTHEMUM NOTEBOOK,Other,GenericBrand
20778,1.65,15,GARDEN PATH NOTEBOOK ,Garden,Garden
20780,5.737777777777778,36,BLACK EAR MUFF HEADPHONES,Other,GenericBrand
20781,5.152857142857143,28,GOLD EAR MUFF HEADPHONES,Other,GenericBrand
20782,5.593529411764706,39,CAMOUFLAGE EAR MUFF HEADPHONES,Other,GenericBrand
20793,6.75,3,BLUE TILED TRAY,Other,GenericBrand
20794,2.525,76,BLUE  TILE HOOK,Other,GenericBrand
20795,2.1,38,LARGE BLUE PROVENCAL CERAMIC BALL,Other,GenericBrand
20796,1.65,61,SMALL BLUE PROVENCAL CERAMIC BALL,Other,GenericBrand
20798,2.025,32,CLEAR MILKSHAKE GLASS,Other,GenericBrand
20801,0.9371428571428572,720,LARGE PINK GLASS SUNDAE DISH,Other,GenericBrand
20802,1.497674418604651,501,SMALL GLASS SUNDAE DISH CLEAR,Other,GenericBrand
20803,0.5423076923076923,503,SMALL PINK GLASS SUNDAE DISH,Other,GenericBrand
20816,1.95,8,GOLD FLOWER CUSHION COVER ,Other,GenericBrand
20818,2.5,12,GOLD TEDDY BEAR,Other,GenericBrand
20819,3.981875,48,SILVER TEDDY BEAR,Other,GenericBrand
20820,4.95,5,SILVER LOOKING MIRROR,Other,GenericBrand
20821,4.95,4,GOLDIE LOOKING MIRROR,Other,GenericBrand
20823,0.79,64,GOLD WINE GOBLET,Other,GenericBrand
20826,0.9666666666666668,132,SILVER APERITIF GLASS,Other,GenericBrand
20827,0.39,16,GOLD APERITIF GLASS,Other,GenericBrand
20828,2.55,818,GLITTER BUTTERFLY CLIPS,Other,GenericBrand
20829,2.154561403508772,931,GLITTER HANGING BUTTERFLY STRING,Other,GenericBrand
20830,2.1,74,SILVER PHOTO FRAME,Decor,GenericBrand
20831,1.8721739130434785,121,GOLD PHOTO FRAME,Decor,GenericBrand
20832,0.5948076923076923,673,RED FLOCK LOVE HEART PHOTO FRAME,HeartDecoration,GenericBrand
20835,0.83,66,FRENCH LATTICE CUSHION COVER ,Other,GenericBrand
20836,0.83,158,FRENCH PAISLEY CUSHION COVER,Other,GenericBrand
20837,0.9713333333333334,141,FRENCH FLORAL CUSHION COVER ,Other,GenericBrand
20838,0.9217647058823529,318,FRENCH LATTICE CUSHION COVER ,Other,GenericBrand
20839,0.9855102040816326,452,FRENCH PAISLEY CUSHION COVER ,Other,GenericBrand
20840,0.9584444444444443,452,FRENCH FLORAL CUSHION COVER ,Other,GenericBrand
20845,6.35,19,ZINC HEART LATTICE 2 WALL PLANTER,HeartDecoration,GenericBrand
20846,1.2633870967741936,546,ZINC HEART LATTICE T-LIGHT HOLDER,HeartDecoration,GenericBrand
20847,3.75,46,ZINC HEART LATTICE CHARGER LARGE,HeartDecoration,GenericBrand
20848,2.95,21,ZINC HEART LATTICE CHARGER SMALL,HeartDecoration,GenericBrand
20851,5.95,9,ZINC HEART LATTICE TRAY OVAL ,HeartDecoration,GenericBrand
20854,1.65,61,BLUE PATCH PURSE PINK HEART,HeartDecoration,GenericBrand
20856,1.65,130,DENIM PATCH PURSE PINK BUTTERFLY,Other,GenericBrand
20857,1.65,17,BLUE ROSE PATCH PURSE PINK BUTTERFL,Other,GenericBrand
20861,2.1,2,GOLD COSMETIC BAG PINK STAR,Other,GenericBrand
20866,1.3137142857142856,228,BLUE ROSE FABRIC MIRROR,Other,GenericBrand
20867,1.2424,187,PINK ROSE FABRIC MIRROR,Other,GenericBrand
20868,0.5940740740740741,141,SILVER FABRIC MIRROR,Other,GenericBrand
20869,0.39,79,GOLD FABRIC MIRROR,Other,GenericBrand
20878,1.25,24,SET/9 CHRISTMAS T-LIGHTS SCENTED ,Seasonal,GenericBrand
20886,1.95,346,BOX OF 9 PEBBLE CANDLES,Other,GenericBrand
20893,2.523529411764706,91,HANGING BAUBLE T-LIGHT HOLDER SMALL,Other,GenericBrand
20894,2.95,25,HANGING BAUBLE T-LIGHT HOLDER LARGE,Other,GenericBrand
20897,2.95,22,VINTAGE NOTEBOOK PARIS DAYS,Other,GenericBrand
20898,2.9500000000000006,19,VINTAGE NOTEBOOK TRAVELOGUE,Other,GenericBrand
20901,6.349999999999999,1,VINTAGE KEEPSAKE BOX PINK FLOWER,Other,GenericBrand
20902,6.216666666666666,33,VINTAGE KEEPSAKE BOX PARIS DAYS,Other,GenericBrand
20903,6.35,20,VINTAGE KEEPSAKE BOX TRAVELOGUE,Other,GenericBrand
20906,2.95,3,VINTAGE NOTEBOOK BEAUTY GIRL,Other,GenericBrand
20910,6.349999999999999,8,VINTAGE PHOTO ALBUM PARIS DAYS,Decor,GenericBrand
20914,2.956498740554156,4692,SET/5 RED RETROSPOT LID GLASS BOWLS,Other,Retrospot
20931,3.110526315789474,201,BLUE POT PLANT CANDLE ,Other,GenericBrand
20932,3.004166666666667,179,PINK POT PLANT CANDLE,Other,GenericBrand
20933,3.127777777777778,23,YELLOW POT PLANT CANDLE,Other,GenericBrand
20934,5.429166666666667,40,SET/3 POT PLANT CANDLES,Other,GenericBrand
20935,2.95,6,ROUND CACTUS CANDLE,Other,GenericBrand
20936,3.0825925925925928,91,FORKED CACTUS CANDLE,Other,GenericBrand
20941,1.25,59,FROG CANDLE,Other,GenericBrand
20956,1.289672131147541,639,PORCELAIN T-LIGHT HOLDERS ASSORTED,Other,GenericBrand
20957,1.45,-1,PORCELAIN HANGING BELL SMALL,Other,GenericBrand
20961,1.3183064516129033,776,STRAWBERRY BATH SPONGE ,Other,GenericBrand
20963,1.33,850,APPLE BATH SPONGE,Other,GenericBrand
20964,2.55,2,POLYESTER FILLER PAD 60x40cm,Other,GenericBrand
20966,1.25,289,SANDWICH BATH SPONGE,Other,GenericBrand
20967,3.75,256,GREY FLORAL FELTCRAFT SHOULDER BAG,Party,GenericBrand
20969,3.826299212598425,1153,RED FLORAL FELTCRAFT SHOULDER BAG,Party,GenericBrand
20970,3.7807725321888412,1077,PINK FLORAL FELTCRAFT SHOULDER BAG,Party,GenericBrand
20971,1.277471783295711,3808,PINK BLUE FELT CRAFT TRINKET BOX,Party,GenericBrand
20972,1.2796564885496182,4904,PINK CREAM FELT CRAFT TRINKET BOX ,Party,GenericBrand
20973,0.6673913043478261,2614,12 PENCIL SMALL TUBE WOODLAND,Other,GenericBrand
20974,0.6496197718631178,2923,12 PENCILS SMALL TUBE SKULL,Other,Skull
20975,0.65,3477,12 PENCILS SMALL TUBE RED RETROSPOT,Other,Retrospot
20977,1.25,1424,36 PENCILS TUBE WOODLAND,Other,GenericBrand
20978,1.25,1483,36 PENCILS TUBE SKULLS,Other,Skull
20979,1.25,2254,36 PENCILS TUBE RED RETROSPOT,Other,Retrospot
20980,1.25,18,36 PENCILS TUBE POSY,Other,GenericBrand
20981,0.85,1782,12 PENCILS TALL TUBE WOODLAND,Other,GenericBrand
20982,0.85,1746,12 PENCILS TALL TUBE SKULLS,Other,Skull
20983,0.85,2132,12 PENCILS TALL TUBE RED RETROSPOT,Other,Retrospot
20984,0.37309677419354836,2066,12 PENCILS TALL TUBE POSY,Other,GenericBrand
20985,1.2882222222222222,397,HEART CALCULATOR,HeartDecoration,GenericBrand
20986,1.333448275862069,209,BLUE CALCULATOR RULER,Other,GenericBrand
20992,0.4647008547008547,2179,JAZZ HEARTS PURSE NOTEBOOK,HeartDecoration,GenericBrand
20996,0.2565340909090909,2262,JAZZ HEARTS ADDRESS BOOK,HeartDecoration,GenericBrand
20997,4.95,15,ROSE DU SUD CUSHION COVER ,Other,GenericBrand
20998,2.935714285714286,119,ROSE DU SUD OVEN GLOVE,HeartDecoration,GenericBrand
21000,4.25,45,ROSE DU SUD COSMETICS BAG,Other,GenericBrand
21001,5.95,24,ROSE DU SUD WASHBAG ,Other,GenericBrand
21002,4.25,13,ROSE DU SUD DRAWSTRING BAG,Other,GenericBrand
21003,6.349999999999999,13,ROSE DU SUD CUSHION COVER,Other,GenericBrand
21011,1.45,18,GLITTER SNOW PEAR TREE DECORATION,Other,GenericBrand
21012,2.094938271604938,434,ANTIQUE ALL GLASS CANDLESTICK,Other,GenericBrand
21014,0.4106153846153846,981,SWISS CHALET TREE DECORATION ,Other,GenericBrand
21015,0.32499999999999996,1005,DARK BIRD HOUSE TREE DECORATION,Other,GenericBrand
21018,0.85,22,BIRD BOX CHRISTMAS TREE DECORATION,Seasonal,GenericBrand
21025,1.465,100,SPACE FROG,Other,GenericBrand
21026,1.3513636363636363,140,SPACE OWL,Other,GenericBrand
21027,1.2394444444444443,99,NINJA RABBIT PINK,Other,GenericBrand
21028,1.52,116,NINJA RABBIT BLACK,Other,GenericBrand
21030,1.305,111,SPACE CADET RED,Other,GenericBrand
21031,1.371,39,SPACE CADET BLACK,Other,GenericBrand
21032,1.492,64,SPACE CADET WHITE,Other,GenericBrand
21033,2.337047619047619,560,JUMBO BAG CHARLIE AND LOLA TOYS,Toys,GenericBrand
21034,0.95,1811,REX CASH+CARRY JUMBO SHOPPER,Other,GenericBrand
21035,3.3219617224880382,915,SET/2 RED RETROSPOT TEA TOWELS ,Other,Retrospot
21038,1.24,75,SET/4 MODERN VINTAGE COTTON NAPKINS,Other,GenericBrand
21039,2.718311688311688,350,RED RETROSPOT SHOPPING BAG,Other,Retrospot
21040,1.67,22,MODERN VINTAGE COTTON SHOPPING BAG,Other,GenericBrand
21041,2.95,518,RED RETROSPOT OVEN GLOVE DOUBLE,HeartDecoration,Retrospot
21042,5.938495575221239,296,RED RETROSPOT APRON ,Other,Retrospot
21043,2.307142857142857,381,APRON MODERN VINTAGE COTTON,Other,GenericBrand
21051,2.1845833333333333,108,RIBBONS PURSE ,Other,GenericBrand
21054,8.95,68,NURSE'S BAG SOFT TOY,Toys,GenericBrand
21055,8.95,130,TOOL BOX SOFT TOY ,Toys,GenericBrand
21056,8.933606557377049,156,DOCTOR'S BAG SOFT TOY,Toys,GenericBrand
21058,0.8683529411764707,602,PARTY INVITES WOODLAND,PartyDecor,GenericBrand
21059,0.85,561,PARTY INVITES DINOSAURS,PartyDecor,GenericBrand
21060,0.85,356,PARTY INVITES BALLOON GIRL,PartyDecor,GenericBrand
21061,0.85,364,PARTY INVITES FOOTBALL,PartyDecor,GenericBrand
21062,0.85,500,PARTY INVITES SPACEMAN,PartyDecor,GenericBrand
21063,0.8692592592592592,483,PARTY INVITES JAZZ HEARTS,HeartDecoration,GenericBrand
21064,5.026785714285714,171,BOOM BOX SPEAKER BOYS,Other,GenericBrand
21065,4.503846153846154,245,BOOM BOX SPEAKER GIRLS,Other,GenericBrand
21066,1.2453658536585366,243,VINTAGE RED MUG,Other,GenericBrand
21067,1.2415555555555555,174,VINTAGE RED TEATIME MUG,Home,GenericBrand
21068,1.223951612903226,761,VINTAGE BILLBOARD LOVE/HATE MUG,HeartDecoration,GenericBrand
21069,1.25,362,VINTAGE BILLBOARD TEA MUG,Other,GenericBrand
21070,1.3455405405405405,390,VINTAGE BILLBOARD MUG ,Other,GenericBrand
21071,1.2314678899082567,779,VINTAGE BILLBOARD DRINK ME MUG,Other,GenericBrand
21078,0.8582105263157895,1427,SET/20 STRAWBERRY PAPER NAPKINS ,Other,GenericBrand
21080,0.8497067448680352,6092,SET/20 RED RETROSPOT PAPER NAPKINS ,Other,Retrospot
21084,0.2623232323232323,1497,SET/6 COLLAGE PAPER CUPS,Other,GenericBrand
21086,0.6648484848484849,3103,SET/6 RED SPOTTY PAPER CUPS,Other,GenericBrand
21087,0.466,126,SET/6 POSIES PAPER CUPS,Other,GenericBrand
21088,0.2608571428571429,964,SET/6 FRUIT SALAD PAPER CUPS,Other,GenericBrand
21089,0.22833333333333336,231,SET/6 GREEN SPRING PAPER CUPS,Other,GenericBrand
21090,0.4612280701754386,1076,SET/6 COLLAGE PAPER PLATES,Other,GenericBrand
21094,0.8493684210526316,3199,SET/6 RED SPOTTY PAPER PLATES,Other,GenericBrand
21095,0.85,95,SET/6 POSIES PAPER PLATES,Other,GenericBrand
21096,0.45276923076923076,615,SET/6 FRUIT SALAD  PAPER PLATES,Other,GenericBrand
21098,1.3129411764705883,989,CHRISTMAS TOILET ROLL,Seasonal,GenericBrand
21100,1.65,43,CHARLIE AND LOLA CHARLOTTE BAG,Other,GenericBrand
21106,2.9042857142857144,193,CREAM SLICE FLANNEL CHOCOLATE SPOT ,Other,GenericBrand
21107,2.8948275862068966,357,CREAM SLICE FLANNEL PINK SPOT ,Other,GenericBrand
21108,1.4048387096774193,2708,FAIRY CAKE FLANNEL ASSORTED COLOUR,Other,GenericBrand
21109,4.302941176470589,548,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",Other,GenericBrand
21110,5.614935064935065,580,LARGE CAKE TOWEL PINK SPOTS,Other,GenericBrand
21111,2.1895833333333337,596,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",Other,GenericBrand
21112,2.726842105263158,343,"SWISS ROLL TOWEL, PINK  SPOTS",Other,GenericBrand
21114,1.321923076923077,1317,LAVENDER SCENTED FABRIC HEART,HeartDecoration,GenericBrand
21115,5.748425196850393,397,ROSE CARAVAN DOORSTOP,Other,GenericBrand
21116,4.954615384615385,432,OWL DOORSTOP,Other,GenericBrand
21117,1.6428571428571428,109,BLOND DOLL DOORSTOP,Other,GenericBrand
21121,1.25,4146,SET/10 RED POLKADOT PARTY CANDLES,PartyDecor,GenericBrand
21122,1.253993399339934,3762,SET/10 PINK POLKADOT PARTY CANDLES,PartyDecor,GenericBrand
21123,1.2372727272727273,829,SET/10 IVORY POLKADOT PARTY CANDLES,PartyDecor,GenericBrand
21124,1.25,2861,SET/10 BLUE POLKADOT PARTY CANDLES,PartyDecor,GenericBrand
21125,1.25,533,SET 6 FOOTBALL CELEBRATION CANDLES,PartyDecor,GenericBrand
21126,1.2472058823529413,487,SET OF 6 GIRLS CELEBRATION CANDLES,PartyDecor,GenericBrand
21128,6.55,46,GOLD FISHING GNOME,Other,GenericBrand
21129,6.8875,38,SILVER FISHING GNOME ,Other,GenericBrand
21131,3.8676470588235294,93,GOLD STANDING GNOME,Other,GenericBrand
21132,3.875,35,SILVER STANDING GNOME   ,Other,GenericBrand
21135,1.6899999999999997,1415,VICTORIAN  METAL POSTCARD SPRING,Other,GenericBrand
21136,1.6940281690140846,3839,PAINTED METAL PEARS ASSORTED,Other,GenericBrand
21137,3.738617886178862,2158,BLACK RECORD COVER FRAME,Decor,GenericBrand
21143,1.95,209,ANTIQUE GLASS HEART DECORATION ,HeartDecoration,GenericBrand
21144,0.38,-12,PINK POODLE HANGING DECORATION ,Other,GenericBrand
21145,1.25,122,ANTIQUE GLASS PLACE SETTING,Other,GenericBrand
21147,2.2800000000000002,89,JINGLE BELLS TREE DECORATION,Other,GenericBrand
21154,1.3009961685823754,1676,RED RETROSPOT OVEN GLOVE ,HeartDecoration,Retrospot
21155,2.525,1712,RED RETROSPOT PEG BAG,Other,Retrospot
21156,2.0204225352112672,1779,RETROSPOT CHILDRENS APRON,Toys,Retrospot
21157,2.1,48,RED RETROSPOT WASHBAG,Other,Retrospot
21158,0.6279591836734694,966,MOODY GIRL DOOR HANGER ,Other,GenericBrand
21159,0.7059615384615385,724,MOODY BOY  DOOR HANGER ,Other,GenericBrand
21161,1.45,130,KEEP OUT BOYS DOOR HANGER ,Other,GenericBrand
21162,0.6177037037037038,1029,TOXIC AREA  DOOR HANGER ,Other,GenericBrand
21163,0.7128828828828828,905,DO NOT TOUCH MY STUFF DOOR HANGER ,Other,GenericBrand
21164,2.947777777777778,1202,HOME SWEET HOME METAL SIGN ,Other,GenericBrand
21165,1.6878947368421053,2381,BEWARE OF THE CAT METAL SIGN ,Other,GenericBrand
21166,2.0569746376811593,3702,COOK WITH WINE METAL SIGN ,Other,GenericBrand
21167,0.21,275,WHITE SAGE INCENSE,Other,GenericBrand
21169,1.686352583586626,2308,YOU'RE CONFUSING ME METAL SIGN ,Other,GenericBrand
21171,1.4396551724137931,232,BATHROOM METAL SIGN ,Other,GenericBrand
21172,1.4926086956521738,2403,PARTY METAL SIGN ,PartyDecor,GenericBrand
21174,2.0662258953168045,2554,POTTERING IN THE SHED METAL SIGN,Other,GenericBrand
21175,2.4872272727272726,4921,GIN + TONIC DIET METAL SIGN,Other,GenericBrand
21179,0.753452380952381,1435,NO JUNK MAIL METAL SIGN,Other,GenericBrand
21181,2.0976340694006312,5311,PLEASE ONE PERSON METAL SIGN,Other,GenericBrand
21187,1.65,232,WHITE BELL HONEYCOMB PAPER GARLAND ,Other,GenericBrand
21188,2.937878787878788,246,3D HEARTS  HONEYCOMB PAPER GARLAND,HeartDecoration,GenericBrand
21189,1.65,165,WHITE HONEYCOMB PAPER GARLAND ,Other,GenericBrand
21190,1.65,8,PINK HEARTS PAPER GARLAND,HeartDecoration,GenericBrand
21191,2.1,298,LARGE WHITE HONEYCOMB PAPER BELL  ,Other,GenericBrand
21192,1.65,252,WHITE BELL HONEYCOMB PAPER ,Other,GenericBrand
21194,0.9136363636363637,378,PINK  HONEYCOMB PAPER FAN,Other,GenericBrand
21195,2.1,129,PINK  HONEYCOMB PAPER BALL ,Other,GenericBrand
21196,1.65,89,ROUND WHITE CONFETTI IN TUBE,Other,GenericBrand
