InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Year
536381,37444C,PINK BREAKFAST CUP AND SAUCER ,1,2010-12-01 09:41:00,2.95,15311.0,United Kingdom,2.95,2010
536381,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,4,2010-12-01 09:41:00,2.95,15311.0,United Kingdom,11.8,2010
536381,22083,PAPER CHAIN KIT RETROSPOT,1,2010-12-01 09:41:00,2.95,15311.0,United Kingdom,2.95,2010
536381,84971S,SMALL HEART FLOWERS HOOK ,6,2010-12-01 09:41:00,0.85,15311.0,United Kingdom,5.1,2010
536381,71270,PHOTO CLIP LINE,3,2010-12-01 09:41:00,1.25,15311.0,United Kingdom,3.75,2010
536381,47580,TEA TIME DES TEA COSY,2,2010-12-01 09:41:00,2.55,15311.0,United Kingdom,5.1,2010
536381,22261,FELT EGG COSY WHITE RABBIT ,1,2010-12-01 09:41:00,0.85,15311.0,United Kingdom,0.85,2010
536381,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,2010-12-01 09:41:00,0.85,15311.0,United Kingdom,0.85,2010
536381,22644,CERAMIC CHERRY CAKE MONEY BANK,1,2010-12-01 09:41:00,1.45,15311.0,United Kingdom,1.45,2010
536381,21533,RETROSPOT LARGE MILK JUG,1,2010-12-01 09:41:00,4.95,15311.0,United Kingdom,4.95,2010
536381,21557,SET OF 6 FUNKY BEAKERS,2,2010-12-01 09:41:00,2.95,15311.0,United Kingdom,5.9,2010
536381,15056BL,EDWARDIAN PARASOL BLACK,2,2010-12-01 09:41:00,5.95,15311.0,United Kingdom,11.9,2010
536381,15056N,EDWARDIAN PARASOL NATURAL,2,2010-12-01 09:41:00,5.95,15311.0,United Kingdom,11.9,2010
536381,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,2010-12-01 09:41:00,1.45,15311.0,United Kingdom,5.8,2010
536381,22176,BLUE OWL SOFT TOY,1,2010-12-01 09:41:00,2.95,15311.0,United Kingdom,2.95,2010
536381,22438,BALLOON ART MAKE YOUR OWN FLOWERS,1,2010-12-01 09:41:00,1.95,15311.0,United Kingdom,1.95,2010
536381,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2010-12-01 09:41:00,1.65,15311.0,United Kingdom,3.3,2010
536381,22778,GLASS CLOCHE SMALL,3,2010-12-01 09:41:00,3.95,15311.0,United Kingdom,11.850000000000001,2010
536381,22719,GUMBALL MONOCHROME COAT RACK,36,2010-12-01 09:41:00,1.06,15311.0,United Kingdom,38.160000000000004,2010
536381,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,2010-12-01 09:41:00,6.75,15311.0,United Kingdom,67.5,2010
C536383,35004C,SET OF 3 COLOURED  FLYING DUCKS,-1,2010-12-01 09:49:00,4.65,15311.0,United Kingdom,-4.65,2010
536390,22941,CHRISTMAS LIGHTS 10 REINDEER,2,2010-12-01 10:19:00,8.5,17511.0,United Kingdom,17.0,2010
536390,22960,JAM MAKING SET WITH JARS,12,2010-12-01 10:19:00,3.75,17511.0,United Kingdom,45.0,2010
536390,22961,JAM MAKING SET PRINTED,12,2010-12-01 10:19:00,1.45,17511.0,United Kingdom,17.4,2010
536390,22968,ROSE COTTAGE KEEPSAKE BOX ,8,2010-12-01 10:19:00,8.5,17511.0,United Kingdom,68.0,2010
536390,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,2010-12-01 10:19:00,2.55,17511.0,United Kingdom,102.0,2010
536390,21533,RETROSPOT LARGE MILK JUG,12,2010-12-01 10:19:00,4.25,17511.0,United Kingdom,51.0,2010
536390,22654,DELUXE SEWING KIT ,40,2010-12-01 10:19:00,4.95,17511.0,United Kingdom,198.0,2010
536390,21485,RETROSPOT HEART HOT WATER BOTTLE,24,2010-12-01 10:19:00,4.25,17511.0,United Kingdom,102.0,2010
536390,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,2010-12-01 10:19:00,3.39,17511.0,United Kingdom,81.36,2010
536390,84030E,ENGLISH ROSE HOT WATER BOTTLE,24,2010-12-01 10:19:00,3.75,17511.0,United Kingdom,90.0,2010
536521,22854,CREAM SWEETHEART EGG HOLDER,1,2010-12-01 12:48:00,4.95,12748.0,United Kingdom,4.95,2010
536540,22968,ROSE COTTAGE KEEPSAKE BOX ,4,2010-12-01 14:05:00,9.95,14911.0,EIRE,39.8,2010
536540,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,6,2010-12-01 14:05:00,2.95,14911.0,EIRE,17.700000000000003,2010
536540,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",6,2010-12-01 14:05:00,2.55,14911.0,EIRE,15.299999999999999,2010
536540,21579,LOLITA  DESIGN  COTTON TOTE BAG,6,2010-12-01 14:05:00,2.25,14911.0,EIRE,13.5,2010
536540,21576,LETS GO SHOPPING COTTON TOTE BAG,6,2010-12-01 14:05:00,2.25,14911.0,EIRE,13.5,2010
536540,22147,FELTCRAFT BUTTERFLY HEARTS,12,2010-12-01 14:05:00,1.45,14911.0,EIRE,17.4,2010
536540,22150,3 STRIPEY MICE FELTCRAFT,12,2010-12-01 14:05:00,1.95,14911.0,EIRE,23.4,2010
536540,22492,MINI PAINT SET VINTAGE ,36,2010-12-01 14:05:00,0.65,14911.0,EIRE,23.400000000000002,2010
536540,22493,PAINT YOUR OWN CANVAS SET,24,2010-12-01 14:05:00,1.65,14911.0,EIRE,39.599999999999994,2010
536540,21833,CAMOUFLAGE LED TORCH,12,2010-12-01 14:05:00,1.69,14911.0,EIRE,20.28,2010
536540,85135B,BLUE DRAGONFLY HELICOPTER,2,2010-12-01 14:05:00,7.95,14911.0,EIRE,15.9,2010
536540,85136A,YELLOW SHARK HELICOPTER,2,2010-12-01 14:05:00,7.95,14911.0,EIRE,15.9,2010
536540,85136C,RED SHARK HELICOPTER,2,2010-12-01 14:05:00,7.95,14911.0,EIRE,15.9,2010
536540,21055,TOOL BOX SOFT TOY ,4,2010-12-01 14:05:00,8.95,14911.0,EIRE,35.8,2010
536540,21056,DOCTOR'S BAG SOFT TOY,4,2010-12-01 14:05:00,8.95,14911.0,EIRE,35.8,2010
536540,21889,WOODEN BOX OF DOMINOES,24,2010-12-01 14:05:00,1.25,14911.0,EIRE,30.0,2010
536540,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2010-12-01 14:05:00,1.25,14911.0,EIRE,15.0,2010
536540,22622,BOX OF VINTAGE ALPHABET BLOCKS,6,2010-12-01 14:05:00,9.95,14911.0,EIRE,59.699999999999996,2010
536541,21915,RED  HARMONICA IN BOX ,12,2010-12-01 14:05:00,1.25,14911.0,EIRE,15.0,2010
C536543,22632,HAND WARMER RED RETROSPOT,-1,2010-12-01 14:30:00,2.1,17841.0,United Kingdom,-2.1,2010
C536543,22355,CHARLOTTE BAG SUKI DESIGN,-2,2010-12-01 14:30:00,0.85,17841.0,United Kingdom,-1.7,2010
536557,21495,SKULLS AND CROSSBONES WRAP,25,2010-12-01 14:41:00,0.42,17841.0,United Kingdom,10.5,2010
536557,46000R,POLYESTER FILLER PAD 45x30cm,2,2010-12-01 14:41:00,1.45,17841.0,United Kingdom,2.9,2010
536557,46000S,POLYESTER FILLER PAD 40x40cm,1,2010-12-01 14:41:00,1.45,17841.0,United Kingdom,1.45,2010
536557,22731,3D CHRISTMAS STAMPS STICKERS ,1,2010-12-01 14:41:00,1.25,17841.0,United Kingdom,1.25,2010
536557,21041,RED RETROSPOT OVEN GLOVE DOUBLE,1,2010-12-01 14:41:00,2.95,17841.0,United Kingdom,2.95,2010
536557,84920,PINK FLOWER FABRIC PONY,1,2010-12-01 14:41:00,3.75,17841.0,United Kingdom,3.75,2010
536557,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,2010-12-01 14:41:00,2.95,17841.0,United Kingdom,2.95,2010
536557,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,1,2010-12-01 14:41:00,1.25,17841.0,United Kingdom,1.25,2010
536557,84508A,CAMOUFLAGE DESIGN TEDDY,1,2010-12-01 14:41:00,2.55,17841.0,United Kingdom,2.55,2010
536557,22471,TV DINNER TRAY AIR HOSTESS ,1,2010-12-01 14:41:00,4.95,17841.0,United Kingdom,4.95,2010
536557,21935,SUKI  SHOULDER BAG,4,2010-12-01 14:41:00,1.65,17841.0,United Kingdom,6.6,2010
536557,21670,BLUE SPOT CERAMIC DRAWER KNOB,6,2010-12-01 14:41:00,1.25,17841.0,United Kingdom,7.5,2010
536557,20668,DISCO BALL CHRISTMAS DECORATION,24,2010-12-01 14:41:00,0.12,17841.0,United Kingdom,2.88,2010
536557,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,1,2010-12-01 14:41:00,1.25,17841.0,United Kingdom,1.25,2010
536557,22553,PLASTERS IN TIN SKULLS,1,2010-12-01 14:41:00,1.65,17841.0,United Kingdom,1.65,2010
536557,22041,"RECORD FRAME 7"" SINGLE SIZE ",4,2010-12-01 14:41:00,2.55,17841.0,United Kingdom,10.2,2010
536557,20972,PINK CREAM FELT CRAFT TRINKET BOX ,2,2010-12-01 14:41:00,1.25,17841.0,United Kingdom,2.5,2010
536557,22568,FELTCRAFT CUSHION OWL,1,2010-12-01 14:41:00,3.75,17841.0,United Kingdom,3.75,2010
536557,22570,FELTCRAFT CUSHION RABBIT,1,2010-12-01 14:41:00,3.75,17841.0,United Kingdom,3.75,2010
536557,22730,ALARM CLOCK BAKELIKE IVORY,1,2010-12-01 14:41:00,3.75,17841.0,United Kingdom,3.75,2010
536557,20749,ASSORTED COLOUR MINI CASES,1,2010-12-01 14:41:00,7.95,17841.0,United Kingdom,7.95,2010
536557,22785,SQUARECUSHION COVER PINK UNION FLAG,1,2010-12-01 14:41:00,6.75,17841.0,United Kingdom,6.75,2010
536557,22786,CUSHION COVER PINK UNION JACK,2,2010-12-01 14:41:00,5.95,17841.0,United Kingdom,11.9,2010
536557,85064,CREAM SWEETHEART LETTER RACK,2,2010-12-01 14:41:00,5.45,17841.0,United Kingdom,10.9,2010
536557,22212,FOUR HOOK  WHITE LOVEBIRDS,1,2010-12-01 14:41:00,2.1,17841.0,United Kingdom,2.1,2010
536557,21486,PINK HEART DOTS HOT WATER BOTTLE,2,2010-12-01 14:41:00,3.75,17841.0,United Kingdom,7.5,2010
536557,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2010-12-01 14:41:00,3.95,17841.0,United Kingdom,7.9,2010
536557,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2010-12-01 14:41:00,4.95,17841.0,United Kingdom,4.95,2010
536557,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2010-12-01 14:41:00,3.75,17841.0,United Kingdom,3.75,2010
536557,22678,FRENCH BLUE METAL DOOR SIGN 3,3,2010-12-01 14:41:00,1.25,17841.0,United Kingdom,3.75,2010
536557,22686,FRENCH BLUE METAL DOOR SIGN No,1,2010-12-01 14:41:00,1.25,17841.0,United Kingdom,1.25,2010
536557,22468,BABUSHKA LIGHTS STRING OF 10,1,2010-12-01 14:41:00,6.75,17841.0,United Kingdom,6.75,2010
536557,85232B,SET OF 3 BABUSHKA STACKING TINS,1,2010-12-01 14:41:00,4.95,17841.0,United Kingdom,4.95,2010
536557,21479,WHITE SKULL HOT WATER BOTTLE ,5,2010-12-01 14:41:00,3.75,17841.0,United Kingdom,18.75,2010
536557,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2010-12-01 14:41:00,3.75,17841.0,United Kingdom,7.5,2010
536557,22837,HOT WATER BOTTLE BABUSHKA ,5,2010-12-01 14:41:00,4.65,17841.0,United Kingdom,23.25,2010
536557,22112,CHOCOLATE HOT WATER BOTTLE,2,2010-12-01 14:41:00,4.95,17841.0,United Kingdom,9.9,2010
536557,22835,HOT WATER BOTTLE I AM SO POORLY,1,2010-12-01 14:41:00,4.65,17841.0,United Kingdom,4.65,2010
536557,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2010-12-01 14:41:00,4.95,17841.0,United Kingdom,9.9,2010
536557,22111,SCOTTIE DOG HOT WATER BOTTLE,7,2010-12-01 14:41:00,4.95,17841.0,United Kingdom,34.65,2010
536557,22667,RECIPE BOX RETROSPOT ,1,2010-12-01 14:41:00,2.95,17841.0,United Kingdom,2.95,2010
536557,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2010-12-01 14:41:00,2.95,17841.0,United Kingdom,2.95,2010
536557,21259,VICTORIAN SEWING BOX SMALL ,4,2010-12-01 14:41:00,5.95,17841.0,United Kingdom,23.8,2010
536557,22941,CHRISTMAS LIGHTS 10 REINDEER,1,2010-12-01 14:41:00,8.5,17841.0,United Kingdom,8.5,2010
536557,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,2010-12-01 14:41:00,6.45,17841.0,United Kingdom,6.45,2010
536557,84685,BEACH HUT KEY CABINET,1,2010-12-01 14:41:00,3.75,17841.0,United Kingdom,3.75,2010
536557,21363,HOME SMALL WOOD LETTERS,1,2010-12-01 14:41:00,4.95,17841.0,United Kingdom,4.95,2010
536557,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,11,2010-12-01 14:41:00,0.85,17841.0,United Kingdom,9.35,2010
536557,20616,CHERRY BLOSSOM PASSPORT COVER,2,2010-12-01 14:41:00,2.1,17841.0,United Kingdom,4.2,2010
536557,22451,SILK PURSE BABUSHKA RED,3,2010-12-01 14:41:00,3.35,17841.0,United Kingdom,10.05,2010
536557,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2010-12-01 14:41:00,3.95,17841.0,United Kingdom,3.95,2010
536557,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,9,2010-12-01 14:41:00,0.85,17841.0,United Kingdom,7.6499999999999995,2010
536557,79066K,RETRO MOD TRAY,1,2010-12-01 14:41:00,0.85,17841.0,United Kingdom,0.85,2010
536557,22794,SWEETHEART WIRE MAGAZINE RACK,1,2010-12-01 14:41:00,7.95,17841.0,United Kingdom,7.95,2010
536557,22592,CARDHOLDER HOLLY WREATH METAL,1,2010-12-01 14:41:00,3.75,17841.0,United Kingdom,3.75,2010
536557,79321,CHILLI LIGHTS,24,2010-12-01 14:41:00,4.25,17841.0,United Kingdom,102.0,2010
536557,22694,WICKER STAR ,2,2010-12-01 14:41:00,2.1,17841.0,United Kingdom,4.2,2010
536557,21098,CHRISTMAS TOILET ROLL,2,2010-12-01 14:41:00,1.25,17841.0,United Kingdom,2.5,2010
536557,22470,HEART OF WICKER LARGE,2,2010-12-01 14:41:00,2.95,17841.0,United Kingdom,5.9,2010
536557,22795,SWEETHEART RECIPE BOOK STAND,2,2010-12-01 14:41:00,6.75,17841.0,United Kingdom,13.5,2010
536557,20963,APPLE BATH SPONGE,1,2010-12-01 14:41:00,1.25,17841.0,United Kingdom,1.25,2010
536557,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,1,2010-12-01 14:41:00,4.95,17841.0,United Kingdom,4.95,2010
536641,22187,GREEN CHRISTMAS TREE CARD HOLDER,1,2010-12-02 11:46:00,4.25,12748.0,United Kingdom,4.25,2010
536803,22113,GREY HEART HOT WATER BOTTLE,6,2010-12-02 16:33:00,3.75,14911.0,EIRE,22.5,2010
C536817,22187,GREEN CHRISTMAS TREE CARD HOLDER,-1,2010-12-02 17:08:00,4.25,14156.0,EIRE,-4.25,2010
C536817,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2010-12-02 17:08:00,3.25,14156.0,EIRE,-3.25,2010
536890,17090A,LAVENDER INCENSE 40 CONES IN TIN,36,2010-12-03 11:48:00,0.85,14156.0,EIRE,30.599999999999998,2010
536975,22948,METAL DECORATION NAUGHTY CHILDREN ,24,2010-12-03 14:04:00,0.85,14911.0,EIRE,20.4,2010
536975,22945,CHRISTMAS METAL TAGS ASSORTED ,36,2010-12-03 14:04:00,0.85,14911.0,EIRE,30.599999999999998,2010
536975,22944,CHRISTMAS METAL POSTCARD WITH BELLS,24,2010-12-03 14:04:00,1.25,14911.0,EIRE,30.0,2010
536975,22158,3 HEARTS HANGING DECORATION RUSTIC,8,2010-12-03 14:04:00,2.95,14911.0,EIRE,23.6,2010
536975,22572,ROCKING HORSE GREEN CHRISTMAS ,12,2010-12-03 14:04:00,0.85,14911.0,EIRE,10.2,2010
536975,22571,ROCKING HORSE RED CHRISTMAS ,12,2010-12-03 14:04:00,0.85,14911.0,EIRE,10.2,2010
536975,22246,"GARLAND, MAGIC GARDEN 1.8M",12,2010-12-03 14:04:00,1.95,14911.0,EIRE,23.4,2010
536975,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2010-12-03 14:04:00,2.95,14911.0,EIRE,17.700000000000003,2010
536975,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2010-12-03 14:04:00,2.95,14911.0,EIRE,17.700000000000003,2010
536975,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,24,2010-12-03 14:04:00,0.85,14911.0,EIRE,20.4,2010
536975,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2010-12-03 14:04:00,0.55,14911.0,EIRE,13.200000000000001,2010
536975,21815,STAR  T-LIGHT HOLDER ,24,2010-12-03 14:04:00,1.45,14911.0,EIRE,34.8,2010
536975,35967,FOLK ART METAL STAR T-LIGHT HOLDER,24,2010-12-03 14:04:00,0.38,14911.0,EIRE,9.120000000000001,2010
536975,85032D,YULETIDE IMAGES GIFT WRAP SET,12,2010-12-03 14:04:00,2.1,14911.0,EIRE,25.200000000000003,2010
536975,22752,SET 7 BABUSHKA NESTING BOXES,6,2010-12-03 14:04:00,8.5,14911.0,EIRE,51.0,2010
536975,22075,6 RIBBONS ELEGANT CHRISTMAS ,12,2010-12-03 14:04:00,1.65,14911.0,EIRE,19.799999999999997,2010
536975,22585,PACK OF 6 BIRDY GIFT TAGS,12,2010-12-03 14:04:00,1.25,14911.0,EIRE,15.0,2010
536975,22844,VINTAGE CREAM DOG FOOD CONTAINER,4,2010-12-03 14:04:00,8.5,14911.0,EIRE,34.0,2010
536975,22845,VINTAGE CREAM CAT FOOD CONTAINER,4,2010-12-03 14:04:00,6.35,14911.0,EIRE,25.4,2010
536975,22560,TRADITIONAL MODELLING CLAY,24,2010-12-03 14:04:00,1.25,14911.0,EIRE,30.0,2010
536975,21912,VINTAGE SNAKES & LADDERS,4,2010-12-03 14:04:00,3.75,14911.0,EIRE,15.0,2010
536975,22549,PICTURE DOMINOES,12,2010-12-03 14:04:00,1.45,14911.0,EIRE,17.4,2010
536975,21914,BLUE HARMONICA IN BOX ,12,2010-12-03 14:04:00,1.25,14911.0,EIRE,15.0,2010
536975,21888,BINGO SET,4,2010-12-03 14:04:00,3.75,14911.0,EIRE,15.0,2010
536975,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,2010-12-03 14:04:00,4.95,14911.0,EIRE,14.850000000000001,2010
536975,21064,BOOM BOX SPEAKER BOYS,6,2010-12-03 14:04:00,5.95,14911.0,EIRE,35.7,2010
536975,84558A,3D DOG PICTURE PLAYING CARDS,6,2010-12-03 14:04:00,2.95,14911.0,EIRE,17.700000000000003,2010
536975,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,2010-12-03 14:04:00,0.85,14911.0,EIRE,10.2,2010
536975,22299,PIG KEYRING WITH LIGHT & SOUND ,24,2010-12-03 14:04:00,1.25,14911.0,EIRE,30.0,2010
536975,22180,RETROSPOT LAMP,4,2010-12-03 14:04:00,9.95,14911.0,EIRE,39.8,2010
536975,84849B,FAIRY SOAP SOAP HOLDER,12,2010-12-03 14:04:00,1.69,14911.0,EIRE,20.28,2010
536975,84849A,HELLO SAILOR BLUE SOAP HOLDER,12,2010-12-03 14:04:00,1.69,14911.0,EIRE,20.28,2010
536975,20966,SANDWICH BATH SPONGE,10,2010-12-03 14:04:00,1.25,14911.0,EIRE,12.5,2010
536975,20961,STRAWBERRY BATH SPONGE ,10,2010-12-03 14:04:00,1.25,14911.0,EIRE,12.5,2010
536975,22863,SOAP DISH BROCANTE,6,2010-12-03 14:04:00,2.95,14911.0,EIRE,17.700000000000003,2010
536975,22304,COFFEE MUG BLUE PAISLEY DESIGN,6,2010-12-03 14:04:00,2.55,14911.0,EIRE,15.299999999999999,2010
536975,22837,HOT WATER BOTTLE BABUSHKA ,8,2010-12-03 14:04:00,4.65,14911.0,EIRE,37.2,2010
536975,22941,CHRISTMAS LIGHTS 10 REINDEER,12,2010-12-03 14:04:00,8.5,14911.0,EIRE,102.0,2010
536975,22942,CHRISTMAS LIGHTS 10 SANTAS ,10,2010-12-03 14:04:00,8.5,14911.0,EIRE,85.0,2010
536975,22816,CARD MOTORBIKE SANTA,24,2010-12-03 14:04:00,0.42,14911.0,EIRE,10.08,2010
536975,22121,NOEL WOODEN BLOCK LETTERS ,12,2010-12-03 14:04:00,5.45,14911.0,EIRE,65.4,2010
536975,79321,CHILLI LIGHTS,4,2010-12-03 14:04:00,4.95,14911.0,EIRE,19.8,2010
536975,22704,WRAP RED APPLES ,25,2010-12-03 14:04:00,0.42,14911.0,EIRE,10.5,2010
536975,22705,WRAP GREEN PEARS ,25,2010-12-03 14:04:00,0.42,14911.0,EIRE,10.5,2010
536975,22748,POPPY'S PLAYHOUSE KITCHEN,6,2010-12-03 14:04:00,2.1,14911.0,EIRE,12.600000000000001,2010
536975,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2010-12-03 14:04:00,2.1,14911.0,EIRE,12.600000000000001,2010
536975,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,2010-12-03 14:04:00,2.1,14911.0,EIRE,12.600000000000001,2010
536975,22747,POPPY'S PLAYHOUSE BATHROOM,6,2010-12-03 14:04:00,2.1,14911.0,EIRE,12.600000000000001,2010
536975,22592,CARDHOLDER HOLLY WREATH METAL,4,2010-12-03 14:04:00,3.75,14911.0,EIRE,15.0,2010
536975,21165,BEWARE OF THE CAT METAL SIGN ,12,2010-12-03 14:04:00,1.69,14911.0,EIRE,20.28,2010
536975,21179,NO JUNK MAIL METAL SIGN,12,2010-12-03 14:04:00,1.25,14911.0,EIRE,15.0,2010
536975,21164,HOME SWEET HOME METAL SIGN ,6,2010-12-03 14:04:00,2.95,14911.0,EIRE,17.700000000000003,2010
536975,21484,CHICK GREY HOT WATER BOTTLE,4,2010-12-03 14:04:00,3.45,14911.0,EIRE,13.8,2010
536975,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2010-12-03 14:04:00,3.95,14911.0,EIRE,31.6,2010
536975,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,2010-12-03 14:04:00,4.25,14911.0,EIRE,17.0,2010
536975,22113,GREY HEART HOT WATER BOTTLE,8,2010-12-03 14:04:00,3.75,14911.0,EIRE,30.0,2010
536975,22112,CHOCOLATE HOT WATER BOTTLE,9,2010-12-03 14:04:00,4.95,14911.0,EIRE,44.550000000000004,2010
536975,84559A,3D SHEET OF DOG STICKERS,12,2010-12-03 14:04:00,0.85,14911.0,EIRE,10.2,2010
536975,84559B,3D SHEET OF CAT STICKERS,12,2010-12-03 14:04:00,0.85,14911.0,EIRE,10.2,2010
536975,20981,12 PENCILS TALL TUBE WOODLAND,12,2010-12-03 14:04:00,0.85,14911.0,EIRE,10.2,2010
536975,20982,12 PENCILS TALL TUBE SKULLS,12,2010-12-03 14:04:00,0.85,14911.0,EIRE,10.2,2010
C536979,84685,BEACH HUT KEY CABINET,-1,2010-12-03 14:23:00,3.75,17841.0,United Kingdom,-3.75,2010
C536979,22630,DOLLY GIRL LUNCH BOX,-1,2010-12-03 14:23:00,1.95,17841.0,United Kingdom,-1.95,2010
536984,21446,12 RED ROSE PEG PLACE SETTINGS,1,2010-12-03 14:35:00,1.25,17841.0,United Kingdom,1.25,2010
536984,20963,APPLE BATH SPONGE,1,2010-12-03 14:35:00,1.25,17841.0,United Kingdom,1.25,2010
536984,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,6,2010-12-03 14:35:00,1.25,17841.0,United Kingdom,7.5,2010
536984,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2,2010-12-03 14:35:00,2.95,17841.0,United Kingdom,5.9,2010
536984,84507C,BLUE CIRCLES DESIGN MONKEY DOLL,1,2010-12-03 14:35:00,2.55,17841.0,United Kingdom,2.55,2010
536984,20961,STRAWBERRY BATH SPONGE ,1,2010-12-03 14:35:00,1.25,17841.0,United Kingdom,1.25,2010
536984,20910,VINTAGE PHOTO ALBUM PARIS DAYS,2,2010-12-03 14:35:00,6.35,17841.0,United Kingdom,12.7,2010
536984,21498,RED RETROSPOT WRAP ,25,2010-12-03 14:35:00,0.42,17841.0,United Kingdom,10.5,2010
536984,20668,DISCO BALL CHRISTMAS DECORATION,24,2010-12-03 14:35:00,0.12,17841.0,United Kingdom,2.88,2010
536984,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,2010-12-03 14:35:00,2.55,17841.0,United Kingdom,15.299999999999999,2010
536984,82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,1,2010-12-03 14:35:00,2.95,17841.0,United Kingdom,2.95,2010
536984,82616B,FRAPPUCINO SCARF KNITTING KIT,1,2010-12-03 14:35:00,2.95,17841.0,United Kingdom,2.95,2010
536984,21917,SET 12 KIDS  WHITE CHALK STICKS,1,2010-12-03 14:35:00,0.42,17841.0,United Kingdom,0.42,2010
536984,21918,SET 12 KIDS COLOUR  CHALK STICKS,1,2010-12-03 14:35:00,0.42,17841.0,United Kingdom,0.42,2010
536984,22728,ALARM CLOCK BAKELIKE PINK,1,2010-12-03 14:35:00,3.75,17841.0,United Kingdom,3.75,2010
536984,20966,SANDWICH BATH SPONGE,4,2010-12-03 14:35:00,1.25,17841.0,United Kingdom,5.0,2010
