CustomerID,Recency,Frequency,Monetary,ReturnRate,ReturnCount,TotalReturnAmount,AvgOrderValue,CLV,ShoppingTime,ShoppingPeriod,ShoppingMonth,ShoppingMonth_1,ShoppingMonth_10,ShoppingMonth_11,ShoppingMonth_12,ShoppingMonth_2,ShoppingMonth_3,ShoppingMonth_4,ShoppingMonth_5,ShoppingMonth_6,ShoppingMonth_7,ShoppingMonth_8,ShoppingMonth_9,Cluster
12421.0,15,4,607.57,0.002331002331002331,1.0,0.77,151.8925,1822.71,2011-11-24 09:07:00,Morning,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12422.0,95,3,645.3100000000001,0.0,0.0,0.0,215.10333333333335,1935.9300000000003,2011-09-05 09:48:00,Morning,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
12423.0,0,8,1587.91,0.009084027252081756,1.0,10.2,198.48875,4763.7300000000005,2011-12-09 10:10:00,Morning,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12424.0,162,2,1148.72,0.0,0.0,0.0,574.36,3446.16,2011-06-30 12:06:00,Afternoon,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
12425.0,77,1,631.7,0.0,0.0,0.0,631.7,1895.1000000000001,2011-09-22 17:31:00,Afternoon,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
12426.0,194,1,493.78000000000003,0.0,0.0,0.0,493.78000000000003,1481.3400000000001,2011-05-29 12:26:00,Afternoon,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
12427.0,21,3,639.32,0.037815126050420166,3.0,56.95,213.10666666666668,1917.96,2011-11-18 08:56:00,Morning,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12428.0,25,8,5932.4,0.01001564945226917,5.0,39.260000000000005,741.55,17797.199999999997,2011-11-14 08:22:00,Morning,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12429.0,8,4,2810.34,0.0,0.0,0.0,702.585,8431.02,2011-11-30 17:22:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12430.0,42,1,168.6,0.0,0.0,0.0,168.6,505.79999999999995,2011-10-27 15:09:00,Afternoon,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12431.0,35,14,4614.26,0.007284079084287201,3.0,32.9,329.59000000000003,13842.78,2011-11-04 11:55:00,Morning,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12432.0,42,4,2950.36,0.0,0.0,0.0,737.59,8851.08,2011-10-28 11:43:00,Morning,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12433.0,0,7,9450.37,0.0,0.0,0.0,1350.0528571428572,28351.11,2011-12-09 10:02:00,Morning,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12434.0,84,2,806.14,0.0532994923857868,4.0,40.949999999999996,403.07,2418.42,2011-09-16 12:38:00,Afternoon,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
12435.0,79,2,1447.8000000000002,0.0,0.0,0.0,723.9000000000001,4343.400000000001,2011-09-21 09:06:00,Morning,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
12436.0,99,1,429.01000000000005,0.0,0.0,0.0,429.01000000000005,1287.0300000000002,2011-09-01 12:09:00,Afternoon,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
12437.0,1,18,3796.74,0.002113271344040575,1.0,54.75,210.92999999999998,11390.22,2011-12-08 11:35:00,Morning,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12438.0,13,2,2400.22,0.0,0.0,0.0,1200.11,7200.66,2011-11-25 13:28:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12441.0,366,1,155.55,0.0,0.0,0.0,155.55,466.65000000000003,2010-12-08 10:45:00,Morning,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12442.0,2,1,144.06,0.0,0.0,0.0,144.06,432.18,2011-12-06 14:22:00,Afternoon,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12444.0,20,5,3243.11,0.0,0.0,0.0,648.6220000000001,9729.330000000002,2011-11-18 13:23:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12445.0,21,1,77.4,0.0,0.0,0.0,77.4,232.20000000000002,2011-11-17 18:43:00,Evening,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12446.0,57,1,857.66,0.0,0.0,0.0,857.66,2572.98,2011-10-13 12:50:00,Afternoon,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12447.0,242,1,431.49,0.0,0.0,0.0,431.49,1294.47,2011-04-10 13:25:00,Afternoon,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
12448.0,43,1,300.45,0.0,0.0,0.0,300.45,901.3499999999999,2011-10-26 13:46:00,Afternoon,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12449.0,21,4,3596.29,0.0,0.0,0.0,899.0725,10788.869999999999,2011-11-17 13:46:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12450.0,155,2,197.88,0.0,0.0,0.0,98.94,593.64,2011-07-06 14:41:00,Afternoon,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
12451.0,10,5,7338.24,0.0,0.0,0.0,1467.648,22014.72,2011-11-29 08:40:00,Morning,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12452.0,16,1,350.57,0.01092896174863388,1.0,2.0,350.57,1051.71,2011-11-23 08:05:00,Morning,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12453.0,133,1,707.09,0.0,0.0,0.0,707.09,2121.27,2011-07-28 14:08:00,Afternoon,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
12454.0,55,1,793.0,0.22580645161290322,2.0,164.20000000000002,793.0,2379.0,2011-10-14 17:13:00,Afternoon,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12455.0,72,5,1433.06,0.0,0.0,0.0,286.61199999999997,4299.18,2011-09-27 15:31:00,Afternoon,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
12456.0,43,3,2419.32,0.011789181692094313,4.0,27.15,806.44,7257.960000000001,2011-10-26 14:41:00,Afternoon,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12457.0,65,4,1549.6299999999999,0.025477707006369428,3.0,70.10000000000001,387.40749999999997,4648.889999999999,2011-10-04 13:13:00,Afternoon,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12458.0,70,2,772.28,0.0,0.0,0.0,386.14,2316.84,2011-09-29 15:25:00,Afternoon,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
12461.0,154,1,626.88,0.0,0.0,0.0,626.88,1880.6399999999999,2011-07-08 10:23:00,Morning,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
12462.0,18,2,874.65,0.05128205128205128,10.0,65.58,437.325,2623.95,2011-11-21 09:11:00,Morning,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12463.0,52,4,1175.28,0.024804177545691905,5.0,41.15,293.82,3525.84,2011-10-17 13:44:00,Afternoon,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12464.0,9,7,212.5,0.0,0.0,0.0,30.357142857142858,637.5,2011-11-29 13:33:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12465.0,16,2,641.39,0.00936768149882904,4.0,8.3,320.695,1924.17,2011-11-22 16:34:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12468.0,187,2,619.29,0.005571030640668524,2.0,5.5,309.645,1857.87,2011-06-05 11:36:00,Morning,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
12471.0,1,27,12446.08,0.042760298974448115,70.0,1065.1299999999999,460.96592592592594,37338.24,2011-12-07 15:43:00,Afternoon,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12472.0,31,7,5547.43,0.03166160081053698,50.0,304.38,792.49,16642.29,2011-11-07 14:01:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12473.0,53,3,2296.16,0.03742751713231418,7.0,40.46,765.3866666666667,6888.48,2011-10-17 11:27:00,Morning,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12474.0,16,18,6464.22,0.017697181559973782,31.0,233.82,359.12333333333333,19392.66,2011-11-22 14:39:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12475.0,53,1,635.14,0.0,0.0,0.0,635.14,1905.42,2011-10-17 10:10:00,Morning,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12476.0,15,10,4718.13,0.030430711610486893,25.0,177.79,471.813,14154.39,2011-11-24 12:40:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12477.0,22,6,11054.94,0.01077023498694517,8.0,102.72999999999999,1842.49,33164.82,2011-11-17 09:51:00,Morning,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12478.0,3,1,545.99,0.0,0.0,0.0,545.99,1637.97,2011-12-06 09:56:00,Morning,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12479.0,10,1,473.2,0.08900523560209424,4.0,49.9,473.2,1419.6,2011-11-28 13:26:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12480.0,27,4,2396.54,0.0,0.0,0.0,599.135,7189.62,2011-11-11 14:52:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12481.0,22,10,3819.5,0.0055423594615993665,1.0,5.46,381.95,11458.5,2011-11-17 08:29:00,Morning,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12483.0,16,8,1736.74,0.010526315789473684,4.0,37.85,217.0925,5210.22,2011-11-22 17:02:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12484.0,34,4,3670.4,0.0019588638589618022,3.0,20.95,917.6,11011.2,2011-11-04 15:18:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12488.0,9,3,1075.16,0.0,0.0,0.0,358.3866666666667,3225.4800000000005,2011-11-30 08:50:00,Morning,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12489.0,335,1,267.03,0.0,0.0,0.0,267.03,801.0899999999999,2011-01-07 13:13:00,Afternoon,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12490.0,4,10,4503.01,0.0,0.0,0.0,450.30100000000004,13509.03,2011-12-04 16:07:00,Afternoon,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12491.0,38,1,377.6,0.0,0.0,0.0,377.6,1132.8000000000002,2011-11-01 12:18:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12492.0,62,2,227.21,0.0,0.0,0.0,113.605,681.63,2011-10-07 15:15:00,Afternoon,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12493.0,165,2,362.79,0.0,0.0,0.0,181.395,1088.3700000000001,2011-06-27 10:17:00,Morning,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
12494.0,15,7,1084.1000000000001,0.022922636103151862,6.0,88.75,154.8714285714286,3252.3,2011-11-24 09:34:00,Morning,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12497.0,81,1,20.4,0.0,0.0,0.0,20.4,61.199999999999996,2011-09-19 12:29:00,Afternoon,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
12498.0,20,3,349.70000000000005,0.0,0.0,0.0,116.56666666666668,1049.1000000000001,2011-11-18 12:53:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12500.0,49,8,591.69,0.022988505747126436,3.0,33.55,73.96125,1775.0700000000002,2011-10-21 10:13:00,Morning,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12501.0,336,1,1986.72,0.036614645858343335,11.0,79.71000000000001,1986.72,5960.16,2011-01-07 12:28:00,Afternoon,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
